afterTaxInterestRate,taxRate,netValuePerShare,revenuePerShare,currentRatio,quickRatio,totalDebtToNetWorth,accountsReceivablesTurnover,averageCollectionDays,inventoryTurnover,fixedAssetsTurnover,netWorthTurnover,revenuePerPerson,operatingProfitPerPerson,allocationRatePerPerson,cashToTotalAssets,quickAssetsToCurrentLiab,cashToCurrentLiab,operatingFundsToLiab,inventoryToWorkingCap,inventoryToCurrentLiab,workingCapitalToEquity,longTermLiabToCurrentAssets,totalIncomeToTotalExpense,totalExpenseToAssets,currentAssetsTurnover,quickAssetTurnover,cashTurnover,cashFlowToSales,fixedAssetsToTotalAssets,currentLiabToTotalLiab,cashFlowToLiab,cashFlowToAssets,cashFlowToEquity,currentLiabToCurrentAssets,liabAssetFlag,netIncomeToTotalAssets,noCreditInterval,grossProfitToSales,liabToEquity,degreeFinLeverage,interestCoverageRatio,equityToLiab,default
0.781587378,0.0,0.1725591,0.053329703,0.00743149,0.006779898,0.012370166,0.000517383,0.012241639,0.000559462,0.000810209,0.060483871,0.04485995,0.393308609,0.007348668,0.053464871,0.006914232,0.001605193,0.340943111,0.277194527,0.001691358,0.735583562,0.0,0.002289988,0.019762235,0.000135092,0.000134238,2910000000.0,0.671558374,0.131144612,0.990299825,0.454313273,0.566194746,0.307327212,0.038979464,0,0.802892914,0.623876118,0.598658684,0.283750039,0.027123376,0.566363601,0.020906051,0
0.78156015,0.0,0.212591126,0.032306366,0.017270461,0.013701408,0.00433161,0.001115924,0.00567081,8750000000.0,0.000963022,0.02483871,0.045920421,0.412247575,0.005645267,0.126877398,0.0141439,0.011609194,0.355212264,0.277119148,0.008422939,0.737651027,0.008092148,0.002244891,0.044653086,0.000199408,0.000173179,0.000132468,0.671490543,0.051378405,0.564591886,0.432525831,0.610057879,0.300624713,0.016986168,0,0.799854587,0.624046258,0.616018218,0.277920629,0.027505352,0.567190477,0.040115323,0
0.781833835,0.001923272,0.201972104,0.053163332,0.043519989,0.035144675,0.012461357,0.001444615,0.00437543,9940000000.0,0.000323781,0.046451613,0.013950619,0.401551299,0.00587422,0.116791872,0.035579327,0.017805667,0.344341855,0.277082509,0.020837721,0.750169113,0.018283791,0.002765003,0.016053412,0.000258706,0.000224146,0.000103997,0.671597909,0.206316747,0.181211121,0.46484345,0.584936259,0.322751635,0.006629931,0,0.846246653,0.625023471,0.613105392,0.283816318,0.026810711,0.565249941,0.020828604,0
0.781764642,0.12410163,0.196662593,0.025001134,0.010084212,0.000487843,0.014019825,0.00684163,0.000924783,65000000.0,0.001592428,0.025322581,0.138807044,0.475181475,0.011214936,0.025570171,0.000459155,0.000780287,0.340352724,0.278154279,0.025195998,0.742700563,0.001216575,0.002836511,0.005007431,0.000673069,336000000.0,4830000000.0,0.671546016,0.018657448,0.925380052,0.456705964,0.562868865,0.310324107,0.02894738,0,0.813745577,0.62062496,0.608817058,0.284946369,0.026801346,0.565206516,0.019662018,0
0.781712291,0.143334346,0.191310943,0.036632031,0.00657221,0.006334476,0.00404618,0.002091851,0.003021984,0.001713734,0.000406239,0.035967742,0.014846584,0.394868954,0.004942122,0.093824399,0.006507632,0.006980989,0.369600913,0.277134768,0.000523613,0.732298886,0.0,0.002471746,0.026398933,522000000.0,5870000000.0,6390000000.0,0.67159043,0.213100061,0.730860561,0.4687809,0.651047472,0.319204047,0.043888148,0,0.833321941,0.623760948,0.604939458,0.27771341,0.026791839,0.565161647,0.042157611,0
0.781483237,0.0,0.172432683,0.010950285,0.007260508,0.002469784,0.00646641,0.00060057,0.010530406,2770000000.0,0.000129361,0.019032258,0.025809673,0.396044866,0.02532373,0.003383635,0.003055283,0.000163683,0.340929351,0.27861838,0.011210095,0.733379084,0.002809486,0.002159622,0.014842878,0.000306577,0.000133665,651000000.0,0.671570196,0.222610452,0.844024608,0.458982102,0.565681403,0.314341034,0.039865629,0,0.789830833,0.620843924,0.60032869,0.279468686,0.026088213,0.55514742,0.030452129,0
0.781583869,0.14930661,0.194260672,0.071312975,0.008757539,0.007495443,0.01005663,0.000691873,0.009148781,0.000240752,0.000874511,0.055,0.046102551,0.394179236,0.006717401,0.014452175,0.007363475,0.000628243,0.344278484,0.277247007,0.003954561,0.736185863,0.006830749,0.002289343,0.024993834,0.000103332,9330000000.0,768000000.0,0.671572344,0.119678748,0.745419076,0.4592932,0.58277821,0.314588556,0.033229438,0,0.804637889,0.623844736,0.60036272,0.282072647,0.02695885,0.565848483,0.023328496,0
0.781656431,0.288895637,0.189035439,0.021855196,0.017373425,0.013025788,0.001775504,0.000888681,0.007122455,0.000102606,0.000128605,0.024032258,0.007059031,0.396338844,0.007117654,0.129477051,0.013499565,0.016016106,0.404967908,0.277150587,0.010351372,0.735389518,0.0,0.002289723,0.050037642,0.000124713,0.000103475,0.000118434,0.671422704,0.480792244,0.799222662,0.353251207,0.670433187,0.290926634,0.016885515,0,0.813460212,0.623923002,0.621347531,0.276067039,0.027028345,0.566082047,0.080087682,0
0.781689413,0.15477275,0.200623657,0.015245701,0.009916974,0.007216586,0.003434283,0.000764915,0.008258154,0.00012649,0.000223167,0.018548387,0.011036529,0.391985708,0.006571032,0.03251207,0.007321109,0.003949823,0.35737868,0.277318991,0.007055124,0.733329171,0.017603554,0.002701877,0.004773465,0.000145347,0.000113357,5800000000.0,0.671577959,0.145677994,0.495031328,0.460542257,0.609273281,0.315094206,0.02942622,0,0.809147619,0.623576784,0.596291136,0.277269724,0.026935673,0.565764582,0.047630052,0
0.781541764,0.0,0.167755257,0.050350137,0.009849579,0.008926533,0.010547242,0.000442312,0.014313222,0.000780151,0.001880653,0.060806452,0.07605129,0.38954343,0.005120961,0.056054359,0.009583133,0.001841341,0.341586648,0.277026669,0.001044231,0.739956731,0.0,0.002155512,0.017603547,0.000141852,0.000148091,2660000000.0,0.671572503,0.061890413,0.969912944,0.459364766,0.569381711,0.314678836,0.029622665,0,0.788270954,0.624499818,0.595143455,0.282428033,0.026345806,0.561488088,0.022727671,0
0.781634957,0.042615649,0.199190932,0.02723959,0.014294495,0.013135584,0.004427361,0.001456788,0.004340419,0.000597676,0.000527279,0.028870968,0.073542588,0.407035119,0.017557266,0.1114906,0.013607207,0.014703994,0.349902532,0.277024291,0.00212785,0.734868441,0.019967878,0.002347449,0.012208042,0.000109784,0.000113683,0.000117612,0.671579094,0.098751565,0.380981501,0.461444417,0.593881219,0.315721478,0.020511289,0,0.804345378,0.624412036,0.60155748,0.277990161,0.027193668,0.566548264,0.039487353,0
0.781486887,0.0,0.173444018,0.005127274,0.003359116,0.00246916,0.006032337,0.000771002,0.008194964,7090000000.0,2500000000.0,0.013870968,0.014667391,0.392132697,0.076754406,0.034894297,0.00234727,0.002111923,0.338341789,0.276751076,0.002970211,0.729691458,0.0,0.002563284,0.006529076,0.000249261,0.000180109,0.000142478,0.671556625,0.559193155,0.69940215,0.45820587,0.5557147,0.31379726,0.082646492,0,0.808695748,0.619756376,0.599651174,0.279153741,0.027205116,0.566576669,0.031876029,0
0.78160015,0.218443162,0.185748599,0.040352708,0.010892946,0.009321424,0.00481675,0.000781147,0.008093349,0.000173876,0.003929249,0.040322581,0.079303203,0.397593903,0.001646955,0.093998281,0.009332075,0.004674057,0.343277116,0.277146578,0.004383566,0.736694665,0.0,0.002359682,0.022445305,0.000129236,0.000118503,5630000000.0,0.671583791,0.015120828,0.982475934,0.465395625,0.573345093,0.318102764,0.026834902,0,0.812996271,0.62406615,0.599594282,0.278272116,0.026818172,0.565284001,0.037190177,0
0.781593834,0.347403583,0.17626733,0.027632833,0.007780319,0.004266445,0.005999508,0.001876782,0.003367817,0.000103562,0.000125579,0.033387097,0.013225034,0.394247077,0.013083807,0.033885995,0.004663383,0.002271113,0.350703903,0.277859388,0.008401327,0.733342721,0.013041405,0.002277245,0.022992723,880000000.0,5480000000.0,2710000000.0,0.671557074,0.539786284,0.632053098,0.453956898,0.602990446,0.31076001,0.037282722,0,0.802313083,0.623536708,0.603963377,0.279129958,0.027457769,0.567107459,0.031991744,0
0.781274254,0.0,0.212970376,0.043513771,0.056932116,0.021526862,0.000878177,0.002609234,0.002423394,6150000000.0,0.001397251,0.028387097,0.027777859,0.391804799,0.003296423,0.264186087,0.025655693,0.046990436,0.106178282,0.277283474,0.081056512,0.741818856,0.0,0.002043883,0.073505082,0.000184736,8470000000.0,0.00015338,0.671585927,0.089188879,0.966371436,0.48564492,0.341722562,0.317683577,0.005005187,0,0.71588115,0.624134215,0.599826614,0.275416005,0.02678762,0.565141473,0.141986522,0
0.781765063,0.011640854,0.169230121,0.010299923,0.010318221,0.007172293,0.004057123,0.00060057,0.010530406,5600000000.0,5370000000.0,0.01983871,0.005290601,0.396112707,0.01225093,0.074890041,0.007985003,0.005882905,0.364303236,0.277257449,0.006377781,0.734443734,0.008240634,0.002381049,0.02315186,0.000218633,0.000178077,0.000121015,0.671603783,0.625138583,0.690148254,0.466223683,0.635344571,0.317965168,0.028302508,0,0.816429638,0.624315224,0.621474631,0.277721184,0.026984516,0.565937769,0.042075958,0
0.781666255,0.07348922,0.172264127,0.022036693,0.021150636,0.014249763,0.003363153,0.000734481,0.008618503,6820000000.0,0.004870333,0.033709677,0.021861551,0.398340155,0.000672032,0.118571278,0.015284181,0.007558995,0.309826863,0.277172565,0.015492058,0.742180682,0.0,0.00237177,0.027594577,0.000260011,0.000197732,9060000000.0,0.671539421,0.017551317,0.97257527,0.441845586,0.483342501,0.3074529,0.013859354,0,0.818860785,0.624206867,0.609212356,0.277217878,0.026791486,0.565159965,0.048394442,0
0.781403518,0.0,0.182714593,0.008061467,0.007338511,0.004159144,0.003164355,0.002043156,0.003094566,3820000000.0,3710000000.0,0.014516129,0.008868587,0.391917867,0.030765176,0.067385216,0.00430468,0.004443229,0.343588014,0.278108582,0.008185875,0.732811792,0.0,0.002021905,0.025337834,0.000296551,0.000181141,0.000169385,0.671626012,0.60193754,0.98128249,0.46830733,0.571968351,0.318043922,0.03945784,0,0.765079261,0.622919078,0.600733587,0.277074151,0.026753977,0.564974649,0.050686672,0
0.781661203,0.072780646,0.176983692,0.032200493,0.008683904,0.008077486,0.005887342,0.000764915,0.008268401,0.000230434,0.000159621,0.038225806,0.008116564,0.394620203,0.006563442,0.233832262,0.007989008,0.011937219,0.367175402,0.277126758,0.002149355,0.73469048,0.0,0.00236335,0.03167249,0.000114988,0.000113893,0.000161547,0.671575706,0.510606578,0.844390453,0.460667592,0.664831104,0.315545234,0.033505385,0,0.820685512,0.623949386,0.608490111,0.279048892,0.026854098,0.565441643,0.032395623,0
0.782022888,0.233626885,0.291601702,0.049714899,0.019457038,0.018656572,0.002845184,0.000572165,0.011052998,0.000362466,0.0004191,0.025806452,0.016233127,0.412405871,0.006846027,0.351490168,0.018931214,0.03122558,0.369586012,0.276999416,0.001710005,0.738191547,0.0,0.003318805,0.010247641,0.000258775,0.000267428,0.000404561,0.671608902,0.15986063,0.782454655,0.473777384,0.632274971,0.31960877,0.015073106,0,0.861303784,0.625167468,0.623465199,0.27684224,0.026791157,0.565158396,0.055028242,0
0.781743449,0.262577184,0.224095066,0.165721373,0.004380642,0.004172245,0.01232001,0.005780488,0.001093857,0.000956703,0.002369351,0.147741935,0.067056387,0.397729585,0.007035523,0.233710155,0.004327261,0.007976307,0.372163482,0.276912928,0.000496178,0.728557722,0.0,0.002697725,0.029487331,3860000000.0,4420000000.0,8550000000.0,0.671593036,0.125190249,0.870693449,0.470306827,0.737483889,0.330599489,0.064559298,0,0.87671052,0.623574335,0.599423296,0.283713643,0.026817154,0.565279382,0.020949064,0
0.781718606,0.086445997,0.189541107,0.029841039,0.010277659,0.009135519,0.005648419,0.000495065,0.012759108,0.000319856,0.000175507,0.031612903,0.014793708,0.397039868,0.010388192,0.117171097,0.009488214,0.006764101,0.35982515,0.277081869,0.002392474,0.735733325,0.004910186,0.002447717,0.022325391,0.00016379,0.000161195,0.000106912,0.671588884,0.335748651,0.763741047,0.464535203,0.635286964,0.318116546,0.02841342,0,0.824414,0.624532937,0.607602877,0.278875688,0.026884207,0.565566172,0.033310862,0
0.781584711,0.043425448,0.191648055,0.057292376,0.007604344,0.002734293,0.013046809,0.000821726,0.007695428,420000000.0,0.000363875,0.051612903,0.003771867,0.392596278,0.001139086,0.069977529,0.004434161,0.002118358,0.339941082,0.277968701,0.008538776,0.73610262,0.0,0.002277561,0.088078279,0.000190099,0.000115247,5140000000.0,0.671578914,0.17928196,0.9603985,0.460986647,0.560602844,0.317199922,0.038119144,0,0.820505303,0.623684164,0.6263426,0.284241156,0.027211115,0.566591375,0.020357678,0
0.781634957,0.042615649,0.199190932,0.02723959,0.014294495,0.013135584,0.004427361,0.001456788,0.004340419,0.000597676,0.000527279,0.028870968,0.073542588,0.407035119,0.017557266,0.1114906,0.013607207,0.014703994,0.349902532,0.277024291,0.00212785,0.734868441,0.019967878,0.002347449,0.012208042,0.000109784,0.000113683,0.000117612,0.671579094,0.098751565,0.380981501,0.461444417,0.593881219,0.315721478,0.020511289,0,0.804345378,0.624412036,0.60155748,0.277990161,0.027193668,0.566548264,0.039487353,0
0.781998326,0.0,0.189288273,0.003856799,0.002797495,0.002256431,0.004602449,0.000939405,0.006729657,4890000000.0,1820000000.0,0.011774194,0.012734456,0.389950476,0.090184584,0.013851562,0.002160363,0.000944071,0.34414814,0.276850951,0.002003091,0.729734991,0.0,0.002386986,0.009458077,0.000302906,0.000239909,9050000000.0,0.671584858,0.472935568,0.733719441,0.459906023,0.575923591,0.314915302,0.097670088,0,0.804643979,0.622857066,0.612070176,0.278116626,0.026929529,0.565741795,0.038410367,0
0.781383588,0.0,0.149930471,0.011525024,0.002152255,0.001158472,0.020475292,0.001022592,0.006183155,0.000108721,4540000000.0,0.028387097,0.008425011,0.388209222,0.022465761,0.010755429,0.00123058,0.000418021,0.348518545,0.276834392,0.002737608,0.722039523,0.040425053,0.002096745,0.020117214,0.000106977,6290000000.0,1940000000.0,0.671575098,0.644058094,0.632267884,0.45952564,0.616438981,0.315170453,0.123408331,0,0.780253037,0.624495176,0.599087261,0.289628348,0.026420579,0.562437123,0.016708069,0
0.781811659,0.018726592,0.288525557,0.056339519,0.027519415,0.023304807,0.001818364,0.001107808,0.005710943,8810000000.0,0.004764423,0.027096774,0.046175991,0.421745325,0.001371357,0.628765796,0.02345303,0.061484151,0.40897324,0.277072415,0.010844356,0.74024633,279000000.0,0.002421965,0.039766344,0.000262617,0.000237146,0.000573701,0.671645615,0.014202513,0.996846797,0.510433277,0.679084448,0.326226047,0.010617383,0,0.840654521,0.624174584,0.62291247,0.2760978,0.026798149,0.565191519,0.078570704,0
0.78085306,0.0,0.169777928,0.005460018,0.018706338,0.005708764,0.001967007,0.000150143,0.042136139,1200000000.0,0.000158108,0.013870968,0.038276809,0.332082042,0.03170225,0.139836388,0.00590351,0.013506773,0.51032727,0.277482598,0.03339406,0.736970925,0.0,0.001985877,0.031731268,0.000532712,0.000173385,0.000363827,0.671660154,0.138896529,0.949628732,0.479520406,0.866603438,0.319531776,0.01568044,0,0.750599942,0.62373316,0.596407559,0.276205623,0.026749403,0.564951115,0.07373681,0
0.781660361,0.207713331,0.203489107,0.053087708,0.011719152,0.006980151,0.009475738,0.000785205,0.008053216,5670000000.0,0.000450116,0.041290323,0.167812817,0.445263563,0.051536231,0.028796334,0.007209754,0.001716597,0.35785395,0.277377533,0.011992952,0.738108024,0.012802755,0.002706302,0.007945396,0.000154157,9900000000.0,2260000000.0,0.671576906,0.170803307,0.554995348,0.460560156,0.648472918,0.316008086,0.024969782,0,0.81811707,0.624219392,0.60068905,0.281651131,0.026994909,0.565972887,0.024120556,0
0.78169994,0.184532847,0.17955417,0.011419151,0.045680981,0.042966386,0.000688498,0.000671583,0.009429717,0.001268725,9680000000.0,0.018548387,0.027607479,0.400137944,0.035096487,0.335898468,0.04528869,0.071950962,0.456430858,0.276981486,0.001356174,0.738203432,0.0,0.002405717,0.011807513,0.000293388,0.000309588,0.000451214,0.67155736,0.412911885,0.968316736,0.444203599,0.655708094,0.313117267,0.006304102,0,0.808099513,0.6228421,0.604925738,0.275278798,0.026791157,0.565158396,0.172241142,0
0.781638887,0.103856666,0.195609119,0.220941664,0.007130711,0.005180371,0.019278855,0.002978503,0.002123672,0.000356924,0.003398944,0.191774194,0.031655479,0.396791117,0.001546527,0.215362984,0.005343885,0.00560873,0.359729845,0.277782473,0.004969043,0.736375089,0.0,0.002436501,0.039427276,6370000000.0,5150000000.0,5560000000.0,0.671584753,0.082544668,0.969981273,0.467235656,0.687971104,0.332600812,0.040566404,0,0.843628914,0.623672008,0.600733009,0.288760367,0.026803665,0.565217338,0.017107344,0
0.781705133,0.199210446,0.191184527,0.058018361,0.013573125,0.01034577,0.003338531,0.001351283,0.004677713,0.000280113,0.000678578,0.054354839,0.013868367,0.393873951,0.002554273,0.026558566,0.010937607,0.002141307,0.362688569,0.277156802,0.007156064,0.735979281,0.000988915,0.002455901,0.043034892,5980000000.0,5300000000.0,1080000000.0,0.671575358,0.197576229,0.769470909,0.462338032,0.622326907,0.315807977,0.021593318,0,0.85287974,0.623871904,0.604154476,0.277200498,0.026810772,0.56525022,0.048657728,0
0.781627799,0.21692479,0.216720745,0.034348201,0.005298579,0.0048148,0.003535506,0.000973898,0.00649227,0.000347562,0.001408599,0.026451613,0.05261519,0.401539992,0.004440837,0.009546476,0.004748868,0.000601245,0.344840612,0.276434339,0.001775913,0.731469477,0.0,0.002544988,0.005859504,7700000000.0,7490000000.0,924000000.0,0.671558793,0.038047285,0.950656433,0.453814271,0.575981164,0.312227812,0.053935299,0,0.806760847,0.623366834,0.599903924,0.277342978,0.026851344,0.565429916,0.046600777,0
0.78162794,0.0,0.153006616,0.035361556,0.009831483,0.008121779,0.017947455,0.001073316,0.00588941,0.000106619,0.000956213,0.069193548,0.027613354,0.393014631,0.003620677,0.064093079,0.00844739,0.002117571,0.35643049,0.277170656,0.003927879,0.742848549,0.000172089,0.002272855,0.064238792,0.000183863,0.000167333,3890000000.0,0.671582641,0.094351129,0.779403958,0.462156658,0.66428931,0.320647729,0.029676956,0,0.812087619,0.623838387,0.611713485,0.287795066,0.026924311,0.565722254,0.017613463,0
0.781599589,0.245976313,0.19063672,0.023080297,0.006506064,0.005125473,0.009048049,0.000811581,0.007791919,0.000147126,0.000400944,0.02483871,0.025004774,0.395309921,0.007425321,0.076971017,0.005437082,0.005226931,0.341739279,0.27803682,0.003115958,0.732434944,0.026574867,0.002311008,0.010059664,0.000142968,0.00012646,0.00011343,0.67156539,0.087923661,0.496565661,0.458225203,0.569769587,0.313441979,0.044316927,0,0.800719998,0.623637122,0.602039561,0.281340793,0.027206532,0.566580151,0.024767789,0
0.781590606,0.0,0.174076103,0.055356414,0.006349434,0.003401178,0.016467413,0.000957666,0.006596447,9610000000.0,0.000240566,0.061451613,0.011785615,0.393659121,0.005945997,0.013834902,0.004229826,0.000445238,0.34153832,0.27971535,0.005826806,0.733036608,0.005288221,0.002263687,0.034076791,0.000127358,8880000000.0,89100000.0,0.671573423,0.341584109,0.825001345,0.459578474,0.570040482,0.315155309,0.04536906,0,0.802678271,0.623538053,0.604887116,0.286721979,0.02821058,0.568046817,0.018271344,0
0.781598185,0.17177852,0.199190932,0.066155452,0.009748488,0.005241507,0.010492527,0.000746655,0.008459676,0.000121905,0.000678578,0.057419355,0.03080064,0.398803736,0.006005811,0.120819998,0.00752107,0.004109614,0.33809096,0.277285771,0.006104242,0.739458907,0.001161641,0.002270237,0.037469883,0.000183221,0.000149081,7580000000.0,0.671578302,0.135610907,0.938380131,0.461271702,0.5514905,0.317042981,0.029924599,0,0.804785884,0.623863675,0.606194728,0.282388432,0.027733991,0.567534278,0.022791879,0
0.781579659,0.0,0.184273735,0.068847649,0.014123513,0.011408794,0.011060652,0.001134185,0.005577733,0.000132796,0.000991769,0.059677419,0.04517721,0.394269691,0.010459315,0.194929858,0.011388215,0.009745457,0.338312267,0.277150688,0.007414381,0.743257874,0.008097337,0.002265025,0.030636205,0.000137701,0.00011843,9650000000.0,0.671569805,0.204069325,0.617948282,0.458248521,0.552336743,0.313225998,0.020757396,0,0.802238398,0.624064805,0.600744072,0.28280069,0.026903417,0.565642274,0.022154141,0
0.781612922,0.262678409,0.21157979,0.39696296,0.009211204,0.005313873,0.01463537,0.008454648,0.000748024,0.000497172,0.063707701,0.293064516,0.207214723,0.429648809,0.00052134,0.373446008,0.007316616,0.010405513,0.362718932,0.27728589,0.005246564,0.741488264,0.0,0.0024377,0.042862208,3880000000.0,347000000.0,552000000.0,0.671589173,0.007433593,0.998172851,0.480031148,0.694263572,0.350340043,0.031630093,0,0.848083728,0.623828091,0.599434514,0.285392924,0.026798824,0.565194692,0.019268876,0
0.781716501,0.119850187,0.223715815,0.061814662,0.007585624,0.007703806,0.004431921,0.000888681,0.007109646,0.003843816,0.001778526,0.038548387,0.137558568,0.416770313,0.010196283,0.125276979,0.007672262,0.006762217,0.358387945,0.276990617,0.000133863,0.733337692,0.000294865,0.002822943,0.011822876,8170000000.0,9110000000.0,7760000000.0,0.671583716,0.0522041,0.953980953,0.465477593,0.620809102,0.317871794,0.038209949,0,0.83700742,0.623959439,0.599957366,0.277993255,0.026820631,0.56529512,0.039460029,0
0.781727028,0.257718393,0.178500695,0.02649848,0.013012128,0.008476744,0.004068066,0.001290414,0.004903999,8670000000.0,0.000170212,0.033064516,0.012240941,0.398588906,0.009270317,0.151175006,0.008895851,0.010304301,0.353379196,0.277276107,0.010978689,0.736628298,0.002381944,0.002499186,0.021645647,0.000143884,0.000103578,0.000115019,0.671575917,0.434245147,0.796317028,0.460968241,0.602724458,0.315396987,0.022515227,0,0.830071105,0.62397297,0.611146741,0.277729731,0.026813023,0.565260544,0.041986681,0
0.781409834,0.0,0.126037672,0.012946746,0.004517927,0.001976327,0.016779289,0.001320849,0.004791283,5010000000.0,0.000117257,0.037258065,0.009488419,0.390775876,0.009954462,0.004277126,0.002286582,0.000117336,0.357042828,0.276137648,0.006116384,0.727320372,0.000246893,0.001966105,0.015489752,0.000185087,9690000000.0,455000000.0,0.671573705,0.429779021,0.964209328,0.459502972,0.665812953,0.315017352,0.062715494,0,0.772009924,0.625380663,0.595141016,0.286947998,0.026320427,0.561110923,0.018123209,0
0.781883238,0.246684887,0.247482196,0.074171544,0.013264233,0.004524091,0.011191056,0.000789263,0.008008812,2640000000.0,0.000313947,0.039677419,0.012710956,0.40645847,0.007006168,0.071073137,0.004609249,0.003613683,0.332242839,0.277576095,0.022690838,0.741960571,0.00936512,0.003030666,0.011766262,0.000258304,9100000000.0,6810000000.0,0.67157578,0.251074362,0.604128925,0.46001156,0.520319602,0.315540411,0.022091964,0,0.851126386,0.623377921,0.619407203,0.28289501,0.026807769,0.565236383,0.022017233,0
0.781771379,0.275331511,0.208882896,0.039384727,0.016927248,0.015702064,0.002971028,0.00108549,0.005825367,0.000402591,0.00062638,0.034193548,0.037366156,0.403032496,0.00767061,0.21021216,0.01565848,0.023547039,0.355054663,0.277038947,0.003627765,0.736002248,0.002395502,0.002660199,0.018378923,0.000106252,0.000107005,0.000155055,0.671611574,0.121437391,0.597768468,0.482814474,0.599327793,0.323097145,0.017330848,0,0.842251211,0.624132052,0.605244278,0.276933654,0.026802844,0.565213512,0.053210145,0
0.781649554,0.257515943,0.177236526,0.037388266,0.010720091,0.007210972,0.005892813,0.001042882,0.006068731,974000000.0,0.001513752,0.045806452,0.02294846,0.40094073,0.001861131,0.194732412,0.007194044,0.008959548,0.348893453,0.277358641,0.009455639,0.737282442,0.0,0.002458851,0.016914066,0.000138287,9750000000.0,0.000116552,0.671594352,0.059121054,0.938206767,0.469673876,0.595740924,0.321880615,0.027260109,0,0.818617623,0.62403593,0.603246761,0.279052665,0.026811146,0.565251937,0.032376493,0
0.781714677,0.124506529,0.207028781,0.047189074,0.012122271,0.010138655,0.005856336,0.001793595,0.003524936,0.000133178,0.003366415,0.045645161,0.02360648,0.396938106,0.00095517,0.335907295,0.010342141,0.016163952,0.354141831,0.277130208,0.004949345,0.738536404,0.001760141,0.002409078,0.031772765,0.000190455,0.0001723,0.000249972,0.671641919,0.023723254,0.89962604,0.485773466,0.615406671,0.333093155,0.024149757,0,0.829270843,0.623980386,0.6081814,0.279026621,0.026834376,0.565356375,0.032509223,0
0.781568711,0.275027837,0.171674181,0.08255063,0.007513861,0.003187825,0.018599477,0.001304617,0.004844226,0.000115408,0.001226283,0.089193548,0.04467782,0.392268379,0.004766046,0.04315169,0.004602898,0.001126763,0.333832829,0.277943403,0.007869561,0.737650649,0.0,0.002261803,0.008275471,0.000127354,8130000000.0,1920000000.0,0.67155797,0.104632296,0.978791678,0.453896623,0.521017103,0.302810157,0.038564343,0,0.797487605,0.623047089,0.594869127,0.288267838,0.027542011,0.567251454,0.017356597,0
0.78161222,0.260856362,0.181745396,0.053828819,0.012172817,0.007290199,0.008133395,0.001499396,0.004215749,0.000138146,0.000484159,0.059193548,0.038552943,0.400284932,0.011135217,0.0550967,0.008919737,0.002775146,0.333433686,0.277247294,0.008750573,0.739253687,0.006091557,0.002358974,0.020022143,0.000122288,951000000.0,2860000000.0,0.671579424,0.243025446,0.713316245,0.462520432,0.531959727,0.317697952,0.024050768,0,0.811072694,0.624205152,0.601296202,0.280677614,0.026992831,0.565965912,0.026375451,0
0.781776291,0.009818808,0.179343475,0.026937096,0.005216832,0.004754288,0.016104469,0.001115924,0.005668248,0.000186296,9380000000.0,0.034354839,0.005954497,0.396067479,0.011168593,0.272973278,0.004794323,0.009854875,0.347548054,0.276584141,0.001447984,0.73018749,0.012453857,0.00258384,0.011042392,0.000221558,0.000212897,0.000394932,0.671668869,0.565560368,0.739586842,0.470980579,0.606573343,0.336749041,0.054737221,0,0.818833004,0.624493845,0.611049401,0.28645874,0.026949633,0.565815501,0.01845104,0
0.781613624,0.037453184,0.186759934,0.040700576,0.009633043,0.008008864,0.007556151,0.000961724,0.006569976,0.000154578,0.000904015,0.039193548,0.035559538,0.393715655,0.005134482,0.144369112,0.00809898,0.005661695,0.348951081,0.277201497,0.004314915,0.73731543,0.0,0.002338936,0.022652886,0.000180606,0.000160727,0.000104246,0.671584007,0.087249823,0.957732718,0.463255398,0.600664982,0.318138858,0.030275761,0,0.810402117,0.623930157,0.602361442,0.280258923,0.026803796,0.565217951,0.0275873,0
0.781629203,0.245368964,0.171632042,0.01704554,0.006922911,0.004670693,0.005403113,0.000671583,0.009404954,3940000000.0,0.000400187,0.025967742,0.014323693,0.397232084,0.005985354,0.024262949,0.004650416,0.001122802,0.348925667,0.278199397,0.006221686,0.73297692,0.0,0.002268079,0.061194442,0.000174105,0.000122307,2750000000.0,0.671572246,0.160950635,0.983248466,0.459260994,0.59427803,0.314557519,0.041743423,0,0.809611551,0.623686725,0.629743377,0.278697414,0.027049335,0.566147737,0.034335337,0
0.781745975,0.205891285,0.203278412,0.053359953,0.01930228,0.017257922,0.002870717,0.002241993,0.002821315,0.000222218,0.002630343,0.043387097,0.019364599,0.409104272,0.000937627,0.442693346,0.017336788,0.030920034,0.414183251,0.277053668,0.005425077,0.739824885,0.0,0.00237705,0.069013318,0.000136254,0.000131786,0.000223165,0.671619421,0.041908562,0.993004164,0.501622927,0.737799191,0.329420191,0.015194615,0,0.85538671,0.624021928,0.622178191,0.276861275,0.026791157,0.565158396,0.054637099,0
